"City","State","Metro","Country","Lat","Lng"
"Moody","AL","Birmingham","Saint Clair","33.590935","-86.490814"
"Moon Township","PA","Pittsburgh","Allegheny","40.516975","-80.221344"
"Moore Township","PA","Allentown","Northampton","40.78158","-75.42282"
"Moore","OK","Oklahoma City","Cleveland","35.339508","-97.4867"
"Moore","SC","Spartanburg","Spartanburg","34.833416","-81.99207"
"Moorefield","WV","","Hardy","39.06233","-78.969475"
"Mooresburg","TN","Kingsport","Hawkins","36.34712","-83.22778"
"Moorestown-Lenola","NJ","Philadelphia","Burlington","39.9679","-74.96179"
"Mooresville","IN","Indianapolis","Morgan","39.612823","-86.37416"
"Mooresville","NC","Charlotte","Iredell","35.584858","-80.810074"
"Mooreville","MS","Tupelo","Lee","34.2667","-88.575455"
"Moorhead","MN","Fargo","Clay","46.873764","-96.76781"
"Moorpark","CA","Ventura","Ventura","34.285557","-118.88204"
"Mora","MN","","Kanabec","45.876904","-93.29384"
"Moraga","CA","San Francisco","Contra Costa","37.834927","-122.129684"
"Moraine","OH","Dayton","Montgomery","39.70617","-84.21938"
"Moreau","NY","Albany","Saratoga","43.24063","-73.67717"
"Morehead City","NC","Morehead City","Carteret","34.72294","-76.72604"
"Morehead","KY","","Rowan","38.18397","-83.432686"
"Moreland","GA","Atlanta","Coweta","33.286785","-84.76771"
"Morenci","MI","Adrian","Lenawee","41.719494","-84.218"
"Moreno Valley","CA","Riverside","Riverside","33.942467","-117.229675"
"Morgan City","LA","Morgan City","Saint Mary","29.699375","-91.20677"
"Morgan Hill","CA","San Jose","Santa Clara","37.1305","-121.65439"
"Morgan","UT","Ogden","Morgan","41.036057","-111.67688"
"Morganton","GA","","Fannin","34.878162","-84.246315"
"Morganton","NC","Hickory","Burke","35.745407","-81.68482"
"Morgantown","IN","Indianapolis","Brown","39.371437","-86.2611"
"Morgantown","WV","Morgantown","Monongalia","39.629524","-79.955894"
"Morganville","NJ","New York","Monmouth","40.33599","-74.291115"
"Moriches","NY","New York","Suffolk","40.80732","-72.82121"
"Morongo Valley","CA","Riverside","San Bernardino","34.046955","-116.58085"
"Morris Township","NJ","New York","Morris","40.793385","-74.50531"
"Morris","IL","Chicago","Grundy","41.357254","-88.42118"
"Morris","MN","","Stevens","45.591946","-95.91889"
"Morrison","CO","Denver","Jefferson","39.6536","-105.1911"
"Morrison","IL","Sterling","Whiteside","41.80975","-89.96512"
"Morriston","FL","","Levy","29.281488","-82.438095"
"Morristown","TN","Morristown","Hamblen","36.21398","-83.29489"
"Morristown","VT","","Lamoille","44.557274","-72.623726"
"Morrisville","NC","Raleigh","Wake","35.823483","-78.82556"
"Morro Bay","CA","San Luis Obispo","San Luis Obispo","35.365944","-120.84999"
"Morrow","GA","Atlanta","Clayton","33.583168","-84.33937"
"Morrow","OH","Cincinnati","Warren","39.354504","-84.12716"
"Morton Grove","IL","Chicago","Cook","42.040585","-87.78256"
"Morton","IL","Peoria","Tazewell","40.612816","-89.45926"
"Moscow Mills","MO","St. Louis","Lincoln","38.947826","-90.91819"
"Moscow","ID","Moscow","Latah","46.732388","-117.00017"
"Moseley","VA","Richmond","Chesterfield","37.41537","-77.70588"
"Moses Lake","WA","Moses Lake","Grant","47.130142","-119.278076"
"Moss Point","MS","Gulfport","Jackson","30.411589","-88.53446"
"Moulton","AL","Decatur","Lawrence","34.481205","-87.29335"
"Moultonborough","NH","","Carroll","43.755116","-71.39653"
"Moultrie","GA","Moultrie","Colquitt","31.179941","-83.78884"
"Mound","MN","Minneapolis-St Paul","Hennepin","44.93663","-93.66607"
"Moundville","AL","Tuscaloosa","Hale","32.997623","-87.630005"
"Mount Airy","GA","Cornelia","Habersham","34.51871","-83.500725"
"Mount Airy","MD","Baltimore","Carroll","39.376213","-77.1547"
"Mount Airy","NC","Mount Airy","Surry","36.499302","-80.607285"
"Mount Arlington","NJ","New York","Morris","40.92593","-74.63488"
"Mount Carmel","IL","","Wabash","38.41088","-87.76142"
"Mount Carmel","TN","Kingsport","Hawkins","36.545376","-82.66099"
"Mount Clemens","MI","Detroit","Macomb","42.597256","-82.877975"
"Mount Crested Butte","CO","","Gunnison","38.912174","-106.962425"
"Mount Dora","FL","Orlando","Lake","28.802492","-81.644516"
"Mount Ephraim","NJ","Philadelphia","Camden","39.878445","-75.092674"
"Mount Gilead","NC","","Montgomery","35.214867","-80.00228"
"Mount Gilead","OH","Columbus","Morrow","40.549225","-82.8274"
"Mount Holly","NC","Charlotte","Gaston","35.298195","-81.01591"
"Mount Horeb","WI","Madison","Dane","43.00861","-89.73846"
"Mount Ida","AR","","Montgomery","34.556763","-93.63408"
"Mount Ivy","NY","New York","Rockland","41.18676","-74.03487"
"Mount Jackson","VA","","Shenandoah","38.74595","-78.642235"
"Mount Joy","PA","Lancaster","Lancaster","40.109818","-76.503296"
"Mount Juliet","TN","Nashville","Wilson","36.200054","-86.51861"
"Mount Kisco","NY","New York","Westchester","41.20426","-73.72707"
"Mount Olive","AL","Birmingham","Jefferson","33.670937","-86.8561"
"Mount Orab","OH","Cincinnati","Brown","39.027565","-83.919655"
"Mount Pleasant","MI","Mount Pleasant","Isabella","43.59781","-84.76752"
"Mount Pleasant","SC","Charleston","Charleston","32.83232","-79.82842"
"Mount Pleasant","TX","Mount Pleasant","Titus","33.156788","-94.96827"
"Mount Pleasant","WI","Racine","Racine","42.736996","-87.88443"
"Mount Pocono","PA","East Stroudsburg","Monroe","41.122032","-75.36463"
"Mount Prospect","IL","Chicago","Cook","42.066418","-87.937294"
"Mount Shasta","CA","","Siskiyou","41.309875","-122.31057"
"Mount Sinai","NY","New York","Suffolk","40.947044","-73.02955"
"Mount Sterling","KY","Mount Sterling","Montgomery","38.05647","-83.94325"
"Mount Vernon","IL","Mount Vernon","Jefferson","38.317272","-88.90312"
"Mount Vernon","IN","Evansville","Posey","37.932266","-87.89503"
"Mount Vernon","KY","Richmond","Rockcastle","37.352863","-84.34049"
"Mount Vernon","MO","","Lawrence","37.10367","-93.81854"
"Mount Vernon","NY","New York","Westchester","40.912598","-73.83708"
"Mount Vernon","OH","Mount Vernon","Knox","40.393394","-82.48572"
"Mount Vernon","TX","","Franklin","33.18873","-95.22133"
"Mount Vernon","VA","Washington","Fairfax","38.70798","-77.086174"
"Mount Vernon","WA","Mount Vernon","Skagit","48.421215","-122.334045"
"Mount Washington","KY","Louisville/Jefferson County","Bullitt","38.050064","-85.545784"
"Mount Zion","IL","Decatur","Macon","39.771423","-88.87424"
"Mountain Brook","AL","Birmingham","Jefferson","33.50094","-86.75221"
"Mountain Center","CA","Riverside","Riverside","33.70495","-116.72545"
"Mountain City","TN","","Johnson","36.474564","-81.80484"
"Mountain Grove","MO","","Wright","37.130608","-92.2635"
"Mountain Home","AR","Mountain Home","Baxter","36.335396","-92.38135"
"Mountain Home","ID","Mountain Home","Elmore","43.13295","-115.6912"
"Mountain Lake Park","MD","","Garrett","39.39843","-79.381714"
"Mountain Lakes","NJ","New York","Morris","40.89482","-74.43293"
"Mountain Top","PA","Scranton","Luzerne","41.169525","-75.87742"
"Mountain View","AR","","Stone","35.86841","-92.11765"
"Mountain View","CA","San Jose","Santa Clara","37.38605","-122.083855"
"Mountain View","HI","Hilo","Hawaii","19.555834","-155.10806"
"Mountain View","MO","West Plains","Howell","36.99533","-91.70376"
"Mountain Village","CO","","San Miguel","37.93138","-107.85645"
"Mountain","WI","Green Bay","Oconto","45.184696","-88.47372"
"Mountainside","NJ","New York","Union","40.672325","-74.35737"
"Mountlake Terrace","WA","Seattle","Snohomish","47.788155","-122.30874"
"Moyock","NC","Virginia Beach","Currituck","36.52479","-76.17832"
"Mt Holly Township","NJ","Philadelphia","Burlington","39.993145","-74.78794"
"Mt Hope","NY","New York","Orange","41.451313","-74.53461"
"Mt Laurel Township","NJ","Philadelphia","Burlington","39.934002","-74.891"
"Mt Olive Township","NJ","New York","Morris","40.851486","-74.73294"
"Mt Pleasant Township","PA","Pittsburgh","Westmoreland","40.17675","-79.49289"
"Muhlenberg Township","PA","Reading","Berks","40.402298","-75.9289"
"Mukilteo","WA","Seattle","Snohomish","47.94454","-122.30458"
"Mulberry","FL","Lakeland","Polk","27.895304","-81.97342"
"Muldrow","OK","Fort Smith","Sequoyah","35.406204","-94.59883"
"Mullins","SC","","Marion","34.205715","-79.25449"
"Muncie","IN","Muncie","Delaware","40.19338","-85.38636"
"Muncy Creek","PA","Williamsport","Lycoming","41.20122","-76.74519"
"Mundelein","IL","Chicago","Lake","42.26308","-88.00397"
"Munds Park","AZ","Flagstaff","Coconino","34.945576","-111.64015"
"Mundy Township","MI","Flint","Genesee","42.90691","-83.741165"
"Munford","TN","Memphis","Tipton","35.439705","-89.81772"
"Munhall","PA","Pittsburgh","Allegheny","40.392292","-79.90005"
"Munster","IN","Chicago","Lake","41.56448","-87.51254"
"Murfreesboro","TN","Nashville","Rutherford","35.845623","-86.39027"
"Murphy","NC","","Cherokee","35.087585","-84.03463"
"Murphy","TX","Dallas-Fort Worth","Collin","33.01512","-96.61305"
"Murphys","CA","","Calaveras","38.13742","-120.45964"
"Murphysboro","IL","Carbondale","Jackson","37.764496","-89.33509"
"Murray","KY","Murray","Calloway","36.610332","-88.31476"
"Murray","UT","Salt Lake City","Salt Lake","40.666893","-111.88799"
"Murrayville","GA","Gainesville","Hall","34.41871","-83.90574"
"Murrells Inlet","SC","Myrtle Beach","Horry","33.551003","-79.04143"
"Murrieta","CA","Riverside","Riverside","33.553913","-117.21392"
"Murrysville","PA","Pittsburgh","Westmoreland","40.428402","-79.69755"
"Muscatine","IA","Muscatine","Muscatine","41.424473","-91.043205"
"Muscle Shoals","AL","Florence","Colbert","34.744812","-87.66753"
"Muskego","WI","Milwaukee","Waukesha","42.90585","-88.13898"
"Muskegon Heights","MI","Muskegon","Muskegon","43.201126","-86.238945"
"Muskegon Township","MI","Muskegon","Muskegon","43.275692","-86.18535"
"Muskogee","OK","Muskogee","Muskogee","35.747875","-95.36969"
"Mustang","OK","Oklahoma City","Canadian","35.384228","-97.72449"
"Myakka City","FL","North Port-Sarasota-Bradenton","Manatee","27.350039","-82.16256"
"Myersville","MD","Washington","Frederick","39.5051","-77.566376"
"Myrtle Beach","SC","Myrtle Beach","Horry","33.68906","-78.886696"
"Myrtle Creek","OR","Roseburg","Douglas","43.02012","-123.29312"
"Myrtle Point","OR","Coos Bay","Coos","43.06483","-124.13899"
"Mystic Islands","NJ","New York","Ocean","39.568485","-74.38807"
"Naalehu","HI","Hilo","Hawaii","19.06718","-155.5797"
"Naches","WA","Yakima","Yakima","46.730957","-120.69952"
"Nacogdoches","TX","Nacogdoches","Nacogdoches","31.603514","-94.65549"
"Nags Head","NC","Kill Devil Hills","Dare","35.957394","-75.62406"
"Nampa","ID","Boise City","Canyon","43.540718","-116.56346"
"Nancy","KY","Somerset","Pulaski","37.071743","-84.748"
"Nanticoke","PA","Scranton","Luzerne","41.20536","-76.00492"
"Napa","CA","Napa","Napa","38.29754","-122.286865"
"Naperville","IL","Chicago","Du Page","41.75084","-88.153534"
"Naples","FL","Naples","Collier","26.142036","-81.79481"
"Naples","ME","Portland","Cumberland","43.986313","-70.61802"
"Napoleon","OH","","Henry","41.392273","-84.12522"
"Nappanee","IN","Elkhart","Elkhart","41.442825","-86.00139"
"Narragansett","RI","Providence","Washington","41.450085","-71.4495"
"Nashport","OH","Zanesville","Muskingum","40.07062","-82.1757"
"Nashua","NH","Manchester","Hillsborough","42.765366","-71.46757"
"Nashville","AR","","Howard","33.94567","-93.84713"
"Nashville","GA","","Berrien","31.20742","-83.25015"
"Nashville","IL","","Washington","38.343662","-89.38064"
"Nashville","IN","Indianapolis","Brown","39.20725","-86.246956"
"Nashville","NC","Rocky Mount","Nash","35.974598","-77.96554"
"Nashville","TN","Nashville","Davidson","36.162663","-86.7816"
"Natchez","MS","Natchez","Adams","31.560444","-91.40317"
"Natchitoches","LA","Natchitoches","Natchitoches","31.76072","-93.08627"
"Natick","MA","Boston","Middlesex","42.277527","-71.34681"
"National City","CA","San Diego","San Diego","32.67811","-117.0992"
"Naubinway","MI","","Mackinac","46.092495","-85.44759"
"Naugatuck","CT","New Haven","New Haven","41.48592","-73.0507"
"Navarre","FL","Pensacola","Santa Rosa","30.410934","-86.91232"
"Navasota","TX","","Grimes","30.387985","-96.08774"
"Nazareth","PA","Allentown","Northampton","40.740376","-75.30962"
"Nebo","NC","Marion","McDowell","35.715054","-81.93064"
"Nebraska City","NE","","Otoe","40.676575","-95.85936"
"Necedah","WI","","Juneau","44.026077","-90.07402"
"Nederland","TX","Beaumont","Jefferson","29.97438","-93.99239"
"Needham","MA","Boston","Norfolk","42.28093","-71.237755"
"Needles","CA","Riverside","San Bernardino","34.84806","-114.61413"
"Needville","TX","Houston","Fort Bend","29.39941","-95.83773"
"Negaunee","MI","Marquette","Marquette","46.509094","-87.60687"
"Nehalem","OR","","Tillamook","45.720108","-123.89402"
"Neillsville","WI","","Clark","44.559963","-90.59625"
"Nekoosa","WI","Wisconsin Rapids-Marshfield","Wood","44.312466","-89.9043"
"Nellysford","VA","Charlottesville","Nelson","37.889755","-78.87337"
"Nelsonville","OH","Athens","Athens","39.45868","-82.23182"
"Neptune Beach","FL","Jacksonville","Duval","30.311909","-81.39648"
"Neptune","NJ","New York","Monmouth","40.20912","-74.03863"
"Nesbit","MS","Memphis","DeSoto","34.882153","-90.00892"
"Nesconset","NY","New York","Suffolk","40.852043","-73.154"
"Neshannock Township","PA","New Castle","Lawrence","41.055946","-80.34359"
"Neshkoro","WI","","Marquette","43.965813","-89.21762"
"Neskowin","OR","","Tillamook","45.106773","-123.98428"
"Nether Providence","PA","Philadelphia","Delaware","39.91058","-75.37037"
"Nevada City","CA","Truckee","Nevada","39.261562","-121.01606"
"Nevada","MO","","Vernon","37.839207","-94.354675"
"Nevis","MN","","Hubbard","46.965237","-94.839455"
"New Albany","IN","Louisville/Jefferson County","Floyd","38.285625","-85.824135"
"New Albany","OH","Columbus","Franklin","40.081173","-82.808784"
"New Bedford","MA","Providence","Bristol","41.636215","-70.934204"
"New Berlin","WI","Milwaukee","Waukesha","42.976402","-88.10842"
"New Bern","NC","New Bern","Craven","35.108494","-77.04411"
"New Boston","NH","Manchester","Hillsborough","42.976196","-71.69396"
"New Braunfels","TX","San Antonio","Comal","29.703003","-98.12445"
"New Brighton","MN","Minneapolis-St Paul","Ramsey","45.06552","-93.20189"
"New Brighton","PA","Pittsburgh","Beaver","40.730343","-80.31007"
"New Britain Township","PA","Philadelphia","Bucks","40.31063","-75.20706"
"New Britain","CT","Hartford","Hartford","41.66121","-72.77954"
"New Brunswick","NJ","New York","Middlesex","40.486217","-74.45182"
"New Buffalo","MI","Niles","Berrien","41.79393","-86.74391"
"New Canaan","CT","Stamford","Fairfield","41.146763","-73.49484"
"New Carlisle","IN","Michigan City","La Porte","41.70032","-86.50946"
"New Carlisle","OH","Springfield","Clark","39.93617","-84.02549"
"New Carrollton","MD","Washington","Prince Georges","38.965725","-76.88025"
"New Castle","CO","Glenwood Springs","Garfield","39.572758","-107.536446"
"New Castle","DE","Philadelphia","New Castle","39.66204","-75.56682"
"New Castle","IN","New Castle","Henry","39.928936","-85.37025"
"New Castle","PA","New Castle","Lawrence","41.003674","-80.34701"
"New Cumberland","PA","Harrisburg","Cumberland","40.23231","-76.8847"
"New Fairfield","CT","Stamford","Fairfield","41.4661","-73.48565"
"New Franklin","OH","Akron","Summit","40.941723","-81.54151"
"New Freedom","PA","York","York","39.73788","-76.70136"
"New Garden Township","PA","Philadelphia","Chester","39.80231","-75.74878"
"New Hanover","PA","Philadelphia","Montgomery","40.32138","-75.56261"
"New Hartford","CT","Torrington","Litchfield","41.879322","-72.97517"
"New Hartford","NY","Utica","Oneida","43.073402","-75.28767"
"New Haven","CT","New Haven","New Haven","41.308273","-72.92789"
"New Haven","IN","Fort Wayne","Allen","41.070602","-85.01441"
"New Haven","MO","St. Louis","Franklin","38.608383","-91.21904"
"New Hope","MN","Minneapolis-St Paul","Hennepin","45.03802","-93.38662"
"New Hudson","MI","Detroit","Oakland","42.514935","-83.60824"
"New Iberia","LA","Lafayette","Iberia","30.003536","-91.818726"
"New Ipswich","NH","Manchester","Hillsborough","42.73623","-71.88085"
"New Kent","VA","Richmond","New Kent","37.465374","-76.96431"
"New Lebanon","NY","Hudson","Columbia","42.4643","-73.396805"
"New Lenox","IL","Chicago","Will","41.511974","-87.96561"
"New Lisbon","WI","","Juneau","43.879135","-90.165405"
"New London Township","PA","Philadelphia","Chester","39.779255","-75.88825"
"New London","CT","New London","New London","41.355656","-72.09952"
"New London","MN","Willmar","Kandiyohi","45.301075","-94.944176"
"New London","NC","Albemarle","Stanly","35.443195","-80.21922"
"New London","NH","Concord","Merrimack","43.428493","-71.9757"
"New London","WI","","Waupaca","44.392757","-88.73982"
"New Market","AL","Huntsville","Madison","34.910088","-86.427765"
"New Market","MD","Washington","Frederick","39.382603","-77.269424"
"New Market","TN","Morristown","Jefferson","36.103977","-83.55267"
"New Market","VA","","Shenandoah","38.647896","-78.67141"
"New Milford","NJ","New York","Bergen","40.935097","-74.01903"
"New Orleans","LA","New Orleans","Orleans","29.951065","-90.07153"
"New Palestine","IN","Indianapolis","Hancock","39.72199","-85.889145"
"New Philadelphia","OH","New Philadelphia","Tuscarawas","40.489788","-81.44567"
"New Port Richey","FL","Tampa","Pasco","28.244177","-82.71927"
"New Prague","MN","Minneapolis-St Paul","Scott","44.543297","-93.576065"
"New Providence","NJ","New York","Union","40.698433","-74.40154"
"New Richmond","WI","Minneapolis-St Paul","Saint Croix","45.12302","-92.53658"
"New River","AZ","Phoenix","Maricopa","33.915867","-112.135994"
"New Rochelle","NY","New York","Westchester","40.911488","-73.78236"
"New Scotland","NY","Albany","Albany","42.62869","-73.91346"
"New Shoreham","RI","Providence","Washington","41.17214","-71.5576"
"New Smyrna Beach","FL","Daytona Beach","Volusia","29.02582","-80.927"
"New Tazewell","TN","","Claiborne","36.44258","-83.59963"
"New Ulm","MN","New Ulm","Brown","44.314438","-94.459305"
"New Whiteland","IN","Indianapolis","Johnson","39.558105","-86.09526"
"New Windsor","MD","Baltimore","Carroll","39.542046","-77.10804"
"New Windsor","NY","New York","Orange","41.47676","-74.02375"
"New York","NY","New York","Bronx","40.712784","-74.00594"
"New York","NY","New York","Kings","40.712784","-74.00594"
"New York","NY","New York","New York","40.712784","-74.00594"
"New York","NY","New York","Queens","40.712784","-74.00594"
"New York","NY","New York","Richmond","40.712784","-74.00594"
"Newark","CA","San Francisco","Alameda","37.52966","-122.04024"
"Newark","DE","Philadelphia","New Castle","39.683723","-75.74966"
"Newark","NJ","New York","Essex","40.735657","-74.17236"
"Newark","NY","Rochester","Wayne","43.04673","-77.09525"
"Newark","OH","Columbus","Licking","40.05812","-82.40127"
"Newaygo","MI","","Newaygo","43.419743","-85.80005"
"Newberg","OR","Portland","Yamhill","45.300117","-122.97316"
"Newberry Township","PA","York","York","40.12931","-76.79136"
"Newberry","FL","Gainesville","Alachua","29.646353","-82.6065"
"Newberry","MI","","Luce","46.355","-85.50956"
"Newberry","SC","Newberry","Newberry","34.274582","-81.61872"
"Newburgh","IN","Evansville","Warrick","37.94449","-87.40529"
"Newbury","NH","Concord","Merrimack","43.321465","-72.03592"
"Newburyport","MA","Boston","Essex","42.81259","-70.87727"
"Newcastle","OK","Oklahoma City","McClain","35.247288","-97.59976"
"Newcastle","WY","","Weston","43.854702","-104.20494"
"Newcomerstown","OH","New Philadelphia","Tuscarawas","40.272293","-81.60596"
"Newington","CT","Hartford","Hartford","41.6973","-72.72283"
"Newland","NC","","Avery","36.08735","-81.92734"
"Newnan","GA","Atlanta","Coweta","33.380672","-84.79966"
"Newport Beach","CA","Los Angeles-Long Beach-Anaheim","Orange","33.61888","-117.92985"
"Newport Coast","CA","Los Angeles-Long Beach-Anaheim","Orange","33.597385","-117.8369"
"Newport News","VA","Virginia Beach","Newport News City","37.087082","-76.473015"
"Newport","DE","Philadelphia","New Castle","39.713722","-75.60937"
"Newport","KY","Cincinnati","Campbell","39.09145","-84.49577"
"Newport","NC","Morehead City","Carteret","34.78655","-76.85911"
"Newport","OR","Newport","Lincoln","44.636784","-124.05345"
"Newport","RI","Providence","Newport","41.4901","-71.31283"
"Newport","TN","Newport","Cocke","35.96704","-83.18766"
"Newport","WA","Spokane","Pend Oreille","48.179626","-117.04326"
"Newry","ME","","Oxford","44.488426","-70.788574"
"Newstead","NY","Buffalo","Erie","43.02128","-78.52065"
"Newton Falls","OH","Youngstown","Trumbull","41.18839","-80.97815"
"Newton","AL","Dothan","Houston","31.33517","-85.60522"
"Newton","IA","Newton","Jasper","41.70332","-93.05735"
"Newton","KS","Wichita","Harvey","38.046677","-97.34504"
"Newton","MA","Boston","Middlesex","42.33704","-71.20922"
"Newton","NC","Hickory","Catawba","35.669857","-81.22147"
"Newton","NH","Boston","Rockingham","42.869534","-71.0345"
"Newton","NJ","New York","Sussex","41.05815","-74.75266"
"Newtown Township","PA","Philadelphia","Bucks","40.242653","-74.95595"
"Newtown Township","PA","Philadelphia","Delaware","40.242653","-74.95595"
"Newtown","CT","Stamford","Fairfield","41.414112","-73.303566"
"Niagara Falls","NY","Buffalo","Niagara","43.096214","-79.037735"
"Niantic","CT","New London","New London","41.325375","-72.19313"
"Niceville","FL","Crestview-Fort Walton Beach-Destin","Okaloosa","30.516865","-86.48217"
"Nicholasville","KY","Lexington","Jessamine","37.880634","-84.573"
"Niles","IL","Chicago","Cook","42.01892","-87.80284"
"Niles","MI","Niles","Berrien","41.82977","-86.25417"
"Niles","OH","Youngstown","Trumbull","41.182835","-80.76536"
"Nine Mile Falls","WA","Spokane","Stevens","47.77951","-117.55152"
"Ninety Six","SC","Greenwood","Greenwood","34.175125","-82.02401"
"Ninilchik","AK","","Kenai Peninsula","60.051388","-151.66888"
"Nipomo","CA","San Luis Obispo","San Luis Obispo","35.042755","-120.476"
"Nisswa","MN","Brainerd","Crow Wing","46.520523","-94.28861"
"Nitro","WV","Charleston","Kanawha","38.414814","-81.84402"
"Nixa","MO","Springfield","Christian","37.043385","-93.29435"
"Noble","OK","Oklahoma City","Cleveland","35.139236","-97.39475"
"Noblesville","IN","Indianapolis","Hamilton","40.045593","-86.0086"
"Nocona","TX","","Montague","33.78677","-97.72586"
"Nogales","AZ","Nogales","Santa Cruz","31.340378","-110.93425"
"Nokesville","VA","Washington","Prince William","38.69873","-77.57971"
"Nokomis","FL","North Port-Sarasota-Bradenton","Sarasota","27.11922","-82.44426"
"Nolanville","TX","Killeen","Bell","31.078789","-97.60557"
"Nolensville","TN","Nashville","Williamson","35.952286","-86.66944"
"Norco","CA","Riverside","Riverside","33.931126","-117.54866"
"Norcross","GA","Atlanta","Gwinnett","33.94121","-84.21353"
"Norfolk","CT","Torrington","Litchfield","41.993984","-73.20206"
"Norfolk","MA","Boston","Norfolk","42.11954","-71.32506"
"Norfolk","NE","Norfolk","Madison","42.032722","-97.41376"
"Norfolk","VA","Virginia Beach","Norfolk City","36.85077","-76.28587"
"Norfork","AR","Mountain Home","Baxter","36.209515","-92.284325"
"Normal","IL","Bloomington","McLean","40.514202","-88.99063"
"Norman","OK","Oklahoma City","Cleveland","35.22257","-97.439476"
"Normangee","TX","","Leon","31.02963","-96.11468"
"Norridge","IL","Chicago","Cook","41.963364","-87.827286"
"Norristown","PA","Philadelphia","Montgomery","40.1215","-75.339905"
"North Adams","MA","Pittsfield","Berkshire","42.700916","-73.10871"
"North Andover","MA","Boston","Essex","42.698704","-71.135056"
"North Arlington","NJ","New York","Bergen","40.788433","-74.1332"
"North Attleboro","MA","Providence","Bristol","41.96955","-71.356544"
"North Augusta","SC","Augusta","Aiken","33.501804","-81.96512"
"North Aurora","IL","Chicago","Kane","41.80614","-88.32729"
"North Babylon","NY","New York","Suffolk","40.716488","-73.321785"
"North Beach","MD","Washington","Calvert","38.70734","-76.53107"
"North Beaver Township","PA","New Castle","Lawrence","40.94343","-80.432655"
"North Bend","OR","Coos Bay","Coos","43.4065","-124.22428"
"North Bergen","NJ","New York","Hudson","40.804268","-74.012085"
"North Bethesda","MD","Washington","Montgomery","39.04455","-77.118866"
"North Branch","MI","Detroit","Lapeer","43.22947","-83.19661"
"North Branch","MN","Minneapolis-St Paul","Chisago","45.510212","-92.9931"
"North Branford","CT","New Haven","New Haven","41.3276","-72.76732"
"North Brunswick","NJ","New York","Middlesex","40.452515","-74.47667"
"North Canton","OH","Canton","Stark","40.875893","-81.402336"
"North Castle","NY","New York","Westchester","41.136143","-73.688934"
"North Charleston","SC","Charleston","Charleston","32.854618","-79.97481"
"North Chicago","IL","Chicago","Lake","42.325577","-87.84118"
"North Codorus Township","PA","York","York","39.869667","-76.81443"
"North Coventry Township","PA","Philadelphia","Chester","40.21596","-75.67899"
"North Decatur","GA","Atlanta","Dekalb","33.790382","-84.30604"
"North Druid Hills","GA","Atlanta","Dekalb","33.816772","-84.313255"
"North East Township","PA","Erie","Erie","42.186275","-79.81847"
"North East","MD","Philadelphia","Cecil","39.600113","-75.94133"
"North East","NY","New York","Dutchess","41.92174","-73.53585"
"North Falmouth","MA","Cape Cod","Barnstable","41.64457","-70.63049"
"North Fayette Township","PA","Pittsburgh","Allegheny","40.412872","-80.22098"
"North Fork","CA","Madera","Madera","37.229366","-119.5094"
"North Fort Myers","FL","Fort Myers","Lee","26.667294","-81.88009"
"North Greenbush","NY","Albany","Rensselaer","42.671856","-73.67717"
"North Haledon","NJ","New York","Passaic","40.955097","-74.18598"
"North Hampton","NH","Boston","Rockingham","42.973763","-70.83518"
"North Haven","CT","New Haven","New Haven","41.390915","-72.85954"
"North High Shoals","GA","Athens","Oconee","33.820118","-83.506"
"North Huntingdon","PA","Pittsburgh","Westmoreland","40.33019","-79.7307"
"North Judson","IN","","Starke","41.215042","-86.77585"
"North Kingstown","RI","Providence","Washington","41.55683","-71.45368"
"North Las Vegas","NV","Las Vegas","Clark","36.19886","-115.1175"
"North Lauderdale","FL","Miami-Fort Lauderdale","Broward","26.217304","-80.22588"
"North Lebanon","PA","Lebanon","Lebanon","40.367065","-76.4216"
"North Liberty","IA","Iowa City","Johnson","41.739483","-91.6081"
"North Little Rock","AR","Little Rock","Pulaski","34.769535","-92.2671"
"North Logan","UT","Logan","Cache","41.769375","-111.804665"
"North Londonderry","PA","Lebanon","Lebanon","40.3318","-76.58928"
"North Manchester","IN","Wabash","Wabash","41.0006","-85.7686"
"North Mankato","MN","Mankato","Nicollet","44.173298","-94.033844"
"North Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade","25.93315","-80.162544"
"North Miami","FL","Miami-Fort Lauderdale","Miami-Dade","25.890095","-80.186714"
"North Myrtle Beach","SC","Myrtle Beach","Horry","33.816006","-78.680016"
"North New Hyde Park","NY","New York","Nassau","40.743156","-73.693184"
"North Ogden","UT","Ogden","Weber","41.307163","-111.96022"
"North Olmsted","OH","Cleveland","Cuyahoga","41.415604","-81.92347"
"North Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach","26.817116","-80.05908"
"North Plains","OR","Portland","Washington","45.59706","-122.99344"
"North Platte","NE","North Platte","Lincoln","41.140274","-100.76015"
"North Pole","AK","Fairbanks","Fairbanks North Star","64.751114","-147.34944"
"North Port","FL","North Port-Sarasota-Bradenton","Sarasota","27.044224","-82.23592"
"North Providence","RI","Providence","Providence","41.85355","-71.46767"
"North Reading","MA","Boston","Middlesex","42.575092","-71.07867"
"North Richland Hills","TX","Dallas-Fort Worth","Tarrant","32.834293","-97.228905"
"North Ridgeville","OH","Cleveland","Lorain","41.389492","-82.019035"
"North Royalton","OH","Cleveland","Cuyahoga","41.313663","-81.72457"
"North Salem","NY","New York","Westchester","41.335037","-73.57191"
