"City","State","Metro","Country","Lat","Lng"
"Taylor","TX","Austin","Williamson","30.570755","-97.40945"
"Taylors","SC","Greenville","Greenville","34.920395","-82.29623"
"Taylorsville","KY","Louisville/Jefferson County","Spencer","38.03173","-85.34245"
"Taylorsville","NC","Hickory","Alexander","35.921677","-81.17688"
"Taylorsville","UT","Salt Lake City","Salt Lake","40.667725","-111.93883"
"Taylorville","IL","Taylorville","Christian","39.548935","-89.29453"
"Tazewell","TN","","Claiborne","36.45425","-83.56935"
"Tazewell","VA","Bluefield","Tazewell","37.114838","-81.519554"
"Teaneck","NJ","New York","Bergen","40.893246","-74.01165"
"Tecumseh","MI","Adrian","Lenawee","42.003933","-83.94494"
"Tecumseh","OK","Shawnee","Pottawatomie","35.25785","-96.93669"
"Tehachapi","CA","Bakersfield","Kern","35.132187","-118.448975"
"Telford","PA","Philadelphia","Montgomery","40.324993","-75.32818"
"Tell City","IN","","Perry","37.951447","-86.76777"
"Tellico Plains","TN","","Monroe","35.362854","-84.29409"
"Temecula","CA","Riverside","Riverside","33.49364","-117.14836"
"Tempe","AZ","Phoenix","Maricopa","33.42551","-111.94"
"Temperance","MI","Monroe","Monroe","41.779213","-83.568825"
"Temple City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","34.10723","-118.057846"
"Temple Hills","MD","Washington","Prince Georges","38.814003","-76.945526"
"Temple Terrace","FL","Tampa","Hillsborough","28.035295","-82.38926"
"Temple","GA","Atlanta","Carroll","33.737053","-85.03245"
"Temple","TX","Killeen","Bell","31.098234","-97.34278"
"Templeton","CA","San Luis Obispo","San Luis Obispo","35.549694","-120.706"
"Ten Mile","TN","","Meigs","35.66674","-84.66466"
"Tenafly","NJ","New York","Bergen","40.925377","-73.96291"
"Tenino","WA","Olympia","Thurston","46.856766","-122.85291"
"Tequesta","FL","Miami-Fort Lauderdale","Palm Beach","26.96364","-80.11215"
"Terra Alta","WV","Morgantown","Preston","39.44565","-79.54644"
"Terre Haute","IN","Terre Haute","Vigo","39.4667","-87.41391"
"Terrebonne","OR","","Jefferson","44.352898","-121.17781"
"Terrell","TX","Dallas-Fort Worth","Kaufman","32.735962","-96.27525"
"Terry","MS","Jackson","Hinds","32.096264","-90.29426"
"Tewksbury Township","NJ","New York","Hunterdon","40.691917","-74.78332"
"Tewksbury","MA","Boston","Middlesex","42.61065","-71.23422"
"Texarkana","AR","Texarkana","Miller","33.44179","-94.03769"
"Texarkana","TX","Texarkana","Bowie","33.425125","-94.04769"
"Texas City","TX","Houston","Galveston","29.383844","-94.9027"
"Texas Township","MI","Kalamazoo","Kalamazoo","42.215202","-85.70511"
"Thatcher","AZ","Safford","Graham","32.84923","-109.75925"
"Thayer","MO","","Oregon","36.524506","-91.5382"
"The Colony","TX","Dallas-Fort Worth","Denton","33.08061","-96.89283"
"The Crossings","FL","Miami-Fort Lauderdale","Miami-Dade","25.663055","-80.40734"
"The Dalles","OR","The Dalles","Wasco","45.594566","-121.17868"
"The Hammocks","FL","Miami-Fort Lauderdale","Miami-Dade","25.669767","-80.44931"
"The Villages","FL","The Villages","Sumter","28.92702","-82.00376"
"The Woodlands","TX","Houston","Montgomery","30.165821","-95.461266"
"Theodore","AL","Mobile","Mobile","30.547693","-88.17528"
"Thermal","CA","El Centro","Imperial","33.640263","-116.142235"
"Thibodaux","LA","Houma","Lafourche","29.795763","-90.82287"
"Thief River Falls","MN","","Pennington","48.119137","-96.181145"
"Thomaston","CT","Torrington","Litchfield","41.674335","-73.0724"
"Thomaston","GA","Thomaston","Upson","32.888187","-84.326584"
"Thomasville","GA","Thomasville","Thomas","30.836582","-83.97878"
"Thomasville","NC","Winston-Salem","Davidson","35.882637","-80.081985"
"Thompson Falls","MT","","Sanders","47.5955","-115.33739"
"Thompson","NY","","Sullivan","41.654385","-74.66347"
"Thompsons Station","TN","Nashville","Williamson","35.80201","-86.91139"
"Thompsonville","MI","Traverse City","Benzie","44.52028","-85.94397"
"Thomson","GA","Augusta","McDuffie","33.47069","-82.50457"
"Thonotosassa","FL","Tampa","Hillsborough","28.061407","-82.302315"
"Thornton","CO","Denver","Adams","39.868042","-104.971924"
"Thornton","NH","Claremont","Grafton","43.89285","-71.67591"
"Thousand Oaks","CA","Ventura","Ventura","34.170563","-118.83759"
"Thousand Palms","CA","Riverside","Riverside","33.82002","-116.39029"
"Three Lakes","WI","","Oneida","45.798218","-89.16263"
"Three Rivers","CA","Visalia","Tulare","36.438835","-118.90454"
"Three Rivers","MI","Sturgis","Saint Joseph","41.943935","-85.63249"
"Thurmont","MD","Washington","Frederick","39.62371","-77.41082"
"Tiburon","CA","San Francisco","Marin","37.87354","-122.45664"
"Tiffin","IA","Iowa City","Johnson","41.706913","-91.66328"
"Tiffin","OH","Tiffin","Seneca","41.1145","-83.17797"
"Tifton","GA","Tifton","Tift","31.450462","-83.5085"
"Tigard","OR","Portland","Washington","45.43123","-122.771484"
"Tiger","GA","","Rabun","34.84704","-83.43294"
"Tijeras","NM","Albuquerque","Bernalillo","35.079525","-106.38789"
"Tillamook","OR","","Tillamook","45.456215","-123.84402"
"Tilton","NH","Laconia","Belknap","43.44265","-71.58921"
"Tinley Park","IL","Chicago","Cook","41.573143","-87.7933"
"Tinton Falls","NJ","New York","Monmouth","40.304276","-74.10042"
"Tionesta Township","PA","","Forest","41.454124","-79.44788"
"Tipp City","OH","Dayton","Miami","39.95839","-84.172165"
"Tipton","IA","","Cedar","41.769745","-91.12794"
"Tipton","IN","","Tipton","40.28226","-86.0411"
"Titus","AL","Montgomery","Elmore","32.712353","-86.318306"
"Titusville","FL","Melbourne","Brevard","28.612219","-80.807556"
"Toano","VA","Virginia Beach","James City","37.37978","-76.80423"
"Tobyhanna Township","PA","East Stroudsburg","Monroe","41.104675","-75.55096"
"Toccoa","GA","Toccoa","Stephens","34.57732","-83.33238"
"Todd","NC","Boone","Watauga","36.30931","-81.595695"
"Tofte","MN","","Cook","47.57379","-90.83626"
"Toledo","OH","Toledo","Lucas","41.663937","-83.555214"
"Tolland","CT","Hartford","Tolland","41.871487","-72.36869"
"Tomah","WI","","Monroe","43.978577","-90.50402"
"Tomahawk","WI","Merrill","Lincoln","45.47108","-89.72986"
"Tomball","TX","Houston","Harris","30.097162","-95.61606"
"Toms River","NJ","New York","Ocean","39.953735","-74.197945"
"Tonawanda","NY","Buffalo","Erie","43.020336","-78.88032"
"Tonganoxie","KS","Kansas City","Leavenworth","39.109722","-95.087746"
"Tooele","UT","Salt Lake City","Tooele","40.530777","-112.29828"
"Tool","TX","Athens","Henderson","32.267925","-96.17025"
"Topanga","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","34.091946","-118.602135"
"Topeka","KS","Topeka","Shawnee","39.055824","-95.68902"
"Topton","NC","","Macon","35.247036","-83.703224"
"Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","33.83585","-118.34063"
"Torrington","CT","Torrington","Litchfield","41.800304","-73.12117"
"Torrington","WY","","Goshen","42.062466","-104.184395"
"Totowa","NJ","New York","Passaic","40.905098","-74.20987"
"Towanda Township","PA","Sayre","Bradford","41.73865","-76.46788"
"Tower","MN","Duluth","Saint Louis","47.805473","-92.274605"
"Town 'n' Country","FL","Tampa","Hillsborough","28.025288","-82.56381"
"Town of Adams","MA","Pittsfield","Berkshire","42.624226","-73.11743"
"Town of Adams","NY","Watertown","Jefferson","43.80923","-76.024086"
"Town of Afton","NY","","Chenango","42.228134","-75.52657"
"Town of Albion","NY","Rochester","Orleans","43.238655","-78.17835"
"Town of Alden","NY","Buffalo","Erie","42.90006","-78.49197"
"Town of Allegany","NY","Olean","Cattaraugus","42.090065","-78.49419"
"Town of Amenia","NY","New York","Dutchess","41.84926","-73.55679"
"Town of Amesbury","MA","Boston","Essex","42.85839","-70.93004"
"Town of Amsterdam","NY","Amsterdam","Montgomery","42.937744","-74.19035"
"Town of Andover","MA","Boston","Essex","42.658337","-71.136795"
"Town of Arlington","VT","Bennington","Bennington","43.074787","-73.15398"
"Town of Athens","NY","","Greene","42.260365","-73.80957"
"Town of Athol","MA","Worcester","Worcester","42.595932","-72.22674"
"Town of Bainbridge","NY","","Chenango","42.29341","-75.47935"
"Town of Barton","VT","","Orleans","44.74808","-72.176254"
"Town of Batavia","NY","Batavia","Genesee","43.009686","-78.22883"
"Town of Bath","NY","Corning","Steuben","42.337017","-77.31776"
"Town of Bedford","NY","New York","Westchester","41.20426","-73.64374"
"Town of Belchertown","MA","Springfield","Hampshire","42.277035","-72.40089"
"Town of Bellingham","MA","Boston","Norfolk","42.08676","-71.47459"
"Town of Beloit","WI","Janesville","Rock","42.508347","-89.03178"
"Town of Bennington","VT","Bennington","Bennington","42.878136","-73.19678"
"Town of Bethel","CT","Stamford","Fairfield","41.371227","-73.41396"
"Town of Black Earth","WI","Madison","Dane","43.137215","-89.74679"
"Town of Boonville","NY","Utica","Oneida","43.48368","-75.33656"
"Town of Boxford","MA","Boston","Essex","42.66116","-70.99673"
"Town of Bridgewater","MA","Boston","Plymouth","41.990353","-70.97505"
"Town of Bridgton","ME","Portland","Cumberland","44.054802","-70.71287"
"Town of Bristol","NH","Claremont","Grafton","43.59115","-71.73672"
"Town of Bristol","VT","","Addison","44.133392","-73.07901"
"Town of Brunswick","ME","Portland","Cumberland","43.914017","-69.966995"
"Town of Bucksport","ME","","Hancock","44.62897","-68.77012"
"Town of Burlington","WI","Racine","Racine","42.674377","-88.22665"
"Town of Cairo","NY","","Greene","42.300488","-73.99976"
"Town of Cambridge","NY","Glens Falls","Washington","43.028133","-73.381226"
"Town of Cambridge","VT","","Lamoille","44.64477","-72.876274"
"Town of Camden","ME","","Knox","44.209793","-69.06478"
"Town of Camden","NY","Utica","Oneida","43.334515","-75.74796"
"Town of Camillus","NY","Syracuse","Onondaga","43.039234","-76.3041"
"Town of Canajoharie","NY","Amsterdam","Montgomery","42.90563","-74.57181"
"Town of Canandaigua","NY","Rochester","Ontario","42.887535","-77.2817"
"Town of Canton","NY","Ogdensburg","Saint Lawrence","44.595615","-75.1691"
"Town of Catskill","NY","","Greene","42.214607","-73.959496"
"Town of Cazenovia","NY","Syracuse","Madison","42.93027","-75.85854"
"Town of Cedarburg","WI","Milwaukee","Ozaukee","43.32184","-88.006065"
"Town of Charlestown","NH","Claremont","Sullivan","43.23863","-72.424515"
"Town of Chester","NY","New York","Orange","41.362595","-74.27126"
"Town of Clayton","NY","Watertown","Jefferson","44.23949","-76.08578"
"Town of Coeymans","NY","Albany","Albany","42.473972","-73.79234"
"Town of Colchester","CT","New London","New London","41.575672","-72.33201"
"Town of Colonie","NY","Albany","Albany","42.72367","-73.77132"
"Town of Corinth","NY","Albany","Saratoga","43.24452","-73.832344"
"Town of Corning","NY","Corning","Steuben","42.142853","-77.05469"
"Town of Coxsackie","NY","","Greene","42.350918","-73.8029"
"Town of Cuba","NY","","Allegany","42.217567","-78.27529"
"Town of De Pere","WI","Green Bay","Brown","44.44888","-88.06038"
"Town of Delafield","WI","Milwaukee","Waukesha","43.055958","-88.33365"
"Town of Delavan","WI","Whitewater","Walworth","42.630196","-88.56619"
"Town of Delhi","NY","","Delaware","42.27814","-74.91599"
"Town of Deposit","NY","","Delaware","42.060085","-75.42767"
"Town of Dexter","ME","Bangor","Penobscot","45.02392","-69.28982"
"Town of Dover","MA","Boston","Norfolk","42.245876","-71.282875"
"Town of Dover-Foxcroft","ME","","Piscataquis","45.183342","-69.22708"
"Town of Duane","NY","Albany","Schenectady","44.63517","-74.2374"
"Town of Dunkirk","NY","Jamestown","Chautauqua","42.479504","-79.33393"
"Town of Duxbury","MA","Boston","Plymouth","42.04175","-70.67228"
"Town of East Greenbush","NY","Albany","Rensselaer","42.59091","-73.70178"
"Town of East Hampton","CT","Hartford","Middlesex","41.575775","-72.502625"
"Town of Eden","NY","Buffalo","Erie","42.652283","-78.89698"
"Town of Ellicottville","NY","Olean","Cattaraugus","42.275063","-78.672806"
"Town of Elmira","NY","Elmira","Chemung","42.089798","-76.80773"
"Town of Epping","NH","Boston","Rockingham","43.053486","-71.07355"
"Town of Exeter","NH","Boston","Rockingham","42.98143","-70.947754"
"Town of Fair Haven","VT","Rutland","Rutland","43.594803","-73.26572"
"Town of Fairfield","ME","","Somerset","44.588406","-69.59865"
"Town of Falmouth","MA","Cape Cod","Barnstable","41.553223","-70.60859"
"Town of Farmington","ME","","Franklin","44.670498","-70.151215"
"Town of Farmington","NH","Boston","Strafford","43.38976","-71.06506"
"Town of Fishkill","NY","New York","Dutchess","41.52613","-73.92232"
"Town of Fort Edward","NY","Glens Falls","Washington","43.267017","-73.58456"
"Town of Foxborough","MA","Boston","Norfolk","42.06538","-71.247826"
"Town of Frankfort","NY","Utica","Herkimer","43.03909","-75.07246"
"Town of Franklinville","NY","Olean","Cattaraugus","42.33701","-78.45808"
"Town of Fryeburg","ME","","Oxford","44.016434","-70.98064"
"Town of Geneva","NY","Rochester","Ontario","42.879234","-76.93802"
"Town of Germantown","NY","Hudson","Columbia","42.134533","-73.8918"
"Town of Germantown","WI","Milwaukee","Washington","43.22862","-88.11037"
"Town of Ghent","NY","Hudson","Columbia","42.329254","-73.61568"
"Town of Gorham","ME","Portland","Cumberland","43.67953","-70.44422"
"Town of Gorham","NH","Berlin","Coos","44.38795","-71.17279"
"Town of Goshen","NY","New York","Orange","41.40204","-74.32432"
"Town of Gouverneur","NY","Ogdensburg","Saint Lawrence","44.325382","-75.48103"
"Town of Grafton","WI","Milwaukee","Ozaukee","43.319725","-87.95342"
"Town of Granby","MA","Springfield","Hampshire","42.257088","-72.516884"
"Town of Granville","NY","Glens Falls","Washington","43.40785","-73.25955"
"Town of Great Barrington","MA","Pittsfield","Berkshire","42.19598","-73.36201"
"Town of Greece","NY","Rochester","Monroe","43.209785","-77.69306"
"Town of Greene","NY","","Chenango","42.32973","-75.771194"
"Town of Greenfield","MA","Greenfield Town","Franklin","42.587914","-72.59941"
"Town of Greenville","ME","","Piscataquis","45.459488","-69.59058"
"Town of Greenville","NY","","Greene","42.415077","-74.02237"
"Town of Greenwich","NY","Glens Falls","Washington","43.137455","-73.48873"
"Town of Groton","CT","New London","New London","41.349747","-72.07907"
"Town of Hamburg","NY","Buffalo","Erie","42.715893","-78.829475"
"Town of Hamilton","NY","Syracuse","Madison","42.827015","-75.544624"
"Town of Hammond","NY","Ogdensburg","Saint Lawrence","44.448948","-75.69412"
"Town of Hampden","ME","Bangor","Penobscot","44.74454","-68.83704"
"Town of Hampton","NH","Boston","Rockingham","42.93759","-70.83892"
"Town of Hancock","NY","","Delaware","41.953976","-75.28045"
"Town of Hanover","NH","Claremont","Grafton","43.702244","-72.28955"
"Town of Hanson","MA","Boston","Plymouth","42.075188","-70.88002"
"Town of Hartford","WI","Milwaukee","Washington","43.313168, 43.319386","-88.35204, -88.37939"
"Town of Hempstead","NY","New York","Nassau","40.70621","-73.61874"
"Town of Herkimer","NY","Utica","Herkimer","43.025627","-74.98599"
"Town of Hillsborough","NH","Manchester","Hillsborough","43.114727","-71.89505"
"Town of Hingham","MA","Boston","Plymouth","42.241817","-70.889755"
"Town of Hooksett","NH","Concord","Merrimack","43.09672","-71.465126"
"Town of Hopkinton","MA","Boston","Middlesex","42.228695","-71.52257"
"Town of Horseheads","NY","Elmira","Chemung","42.16702","-76.82051"
"Town of Houlton","ME","","Aroostook","46.12618","-67.84023"
"Town of Hudson","MA","Boston","Middlesex","42.391735","-71.56614"
"Town of Hudson","NH","Manchester","Hillsborough","42.76478","-71.439804"
"Town of Hunter","NY","","Greene","42.196136","-74.12095"
"Town of Hurley","NY","Kingston","Ulster","41.924538","-74.06125"
"Town of Ipswich","MA","Boston","Essex","42.679184","-70.841156"
"Town of Islip","NY","New York","Suffolk","40.72982","-73.210396"
"Town of Jaffrey","NH","Keene","Cheshire","42.813965","-72.023125"
"Town of Janesville","WI","Janesville","Rock","42.70058","-89.10402"
"Town of Johnson","VT","","Lamoille","44.635582","-72.68036"
"Town of Johnstown","NY","Gloversville","Fulton","43.045235","-74.429115"
"Town of Kaukauna","WI","Appleton","Outagamie","44.357067","-88.2169"
"Town of Kennebunk","ME","Portland","York","43.38453","-70.54399"
"Town of Kennebunkport","ME","Portland","York","43.361732","-70.47673"
"Town of Kinderhook","NY","Hudson","Columbia","42.415558","-73.67742"
"Town of Kingston","MA","Boston","Plymouth","41.993275","-70.72848"
"Town of Kittery","ME","Portland","York","43.088127","-70.73614"
"Town of Lake George","NY","Glens Falls","Warren","43.43125","-73.71694"
"Town of Lancaster","NH","Berlin","Coos","44.488922","-71.569244"
"Town of Le Roy","NY","Batavia","Genesee","42.978394","-77.98418"
"Town of Lee","MA","Pittsfield","Berkshire","42.304214","-73.24819"
"Town of Lenox","MA","Pittsfield","Berkshire","42.35646","-73.284874"
"Town of Lewiston","NY","Buffalo","Niagara","43.191948","-78.98538"
"Town of Liberty","NY","","Sullivan","41.8012","-74.74655"
"Town of Litchfield","CT","Torrington","Litchfield","41.747265","-73.18871"
"Town of Little Falls","NY","Utica","Herkimer","43.043404","-74.8596"
"Town of Littleton","NH","Claremont","Grafton","44.306164","-71.77013"
"Town of Lockport","NY","Buffalo","Niagara","43.14155","-78.668236"
"Town of Londonderry","NH","Boston","Rockingham","42.86513","-71.373924"
"Town of Lowville","NY","","Lewis","43.786736","-75.49185"
"Town of Ludlow","VT","Claremont","Windsor","43.395905","-72.70065"
"Town of Lunenburg","MA","Worcester","Worcester","42.59453","-71.7245"
"Town of Machias","ME","","Washington","44.71508","-67.46137"
"Town of Madawaska","ME","","Aroostook","47.355316","-68.3217"
"Town of Malone","NY","Malone","Franklin","44.84866","-74.2949"
"Town of Mamaroneck","NY","New York","Westchester","40.94871","-73.73263"
"Town of Manchester","VT","Bennington","Bennington","43.16369","-73.07233"
"Town of Manlius","NY","Syracuse","Onondaga","43.058178","-75.96954"
"Town of Mansfield","CT","Hartford","Tolland","41.78849","-72.229294"
"Town of Marshfield","MA","Boston","Plymouth","42.091743","-70.70559"
